id,true_label,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5
449,2.0,0.08759037164126719,0.34756552855386175,0.24624743073127697,0.28842335918853684,0.030173309885057252
571,3.0,0.3559414115818817,0.49174713452181523,0.10582661772380848,0.007755299840408956,0.038729536332085555
536,2.0,0.25493191910257806,0.2979658756276133,0.25524153679090356,0.18775072388870348,0.0041099445902014545
693,3.0,0.1436835276913505,0.07159926424555826,0.17582939131570124,0.3993219578980936,0.2095658588492964
741,4.0,0.28783797150355445,0.030483028048218005,0.3692278849761187,0.2470195706506335,0.06543154482147544
435,2.0,0.13360057402706021,0.07851907992640013,0.5284561819069402,0.1660654110429483,0.09335875309665104
99,0.0,0.04240859737887749,0.12627802697306661,0.007686526468686425,0.8110366349958458,0.012590214183523588
183,1.0,0.03747304066779839,0.5839246833957039,0.015337092645510836,0.32769556720665155,0.03556961608433524
139,0.0,0.24438191347848492,0.1621738726579064,0.09691431496356986,0.4089663531759144,0.08756354572412432
194,1.0,0.2656262027013262,0.3011716424305722,0.23796224723311674,0.1891045244706323,0.006135383164352577
253,1.0,0.6724545310049836,0.11758379952281715,0.09680464549606131,0.05418155332758846,0.05897547064854951
541,2.0,0.05977862084606003,0.007232572364974631,0.9100633134604118,0.018605738263678697,0.004319755064874863
864,4.0,0.2732844038307944,0.13186078079286973,0.012996178547139645,0.06948471504527451,0.5123739217839217
72,0.0,0.09685005750081821,0.3463466824955563,0.2515674692834813,0.062135705127739964,0.24310008559240423
117,0.0,0.03599359081851734,0.555674272552719,0.055386120244695615,0.2890263791914732,0.06391963719259487
198,1.0,0.2331432733639249,0.22848137654613138,0.44203272960064355,0.0813522551904277,0.014990365298872595
272,1.0,0.149314508986898,0.20188119423335915,0.013812109964795136,0.13492730560285418,0.5000648812120935
626,3.0,0.13461536170862676,0.45386420959201373,0.034687518064055504,0.3521793177870808,0.024653592848223067
400,2.0,0.1391793664385388,0.26598960828836316,0.4870419882693802,0.03314797447617292,0.07464106252754503
63,0.0,0.043828326665704444,0.13442922306715596,0.018838960080314,0.7252802718636984,0.07762321832312728
