id,true_label,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5
55,0,0.260277918980067,0.27672794538559076,0.1336853622547453,0.2059027129332545,0.12340606044634242
59,0,0.18390902297337858,0.17161415960569604,0.3058537154099817,0.16525880966501771,0.1733642923459261
209,1,0.2521623340639567,0.22769587071430328,0.20337651479451543,0.21242421136212347,0.1043410690651012
266,1,0.2680124486611132,0.27285523994358224,0.08334814618909021,0.1946409047025574,0.18114326050365756
273,1,0.12616456124123018,0.11067047388403684,0.5787095353559896,0.10254109041815378,0.08191433910058965
288,1,0.27146374288936886,0.26497969213821215,0.13104913467567658,0.211220162288655,0.12128726800808742
298,1,0.26045241347044323,0.2963860111514805,0.07451332289341346,0.19209537374769872,0.17655287873696396
338,2,0.09973207355877682,0.11385997944380688,0.5986103334723499,0.1398834796238676,0.04791413390119893
427,2,0.19867495572394628,0.16319264192664645,0.3832120651962381,0.13214695101990612,0.12277338613326336
433,2,0.26088945149880804,0.26278507845150045,0.09933548999731028,0.1773172159133646,0.19967276413901636
462,2,0.18014359616329115,0.14053799751301985,0.4844954426324369,0.12890275690464145,0.06592020678661092
506,2,0.21480885274303316,0.16097165907571054,0.382626490872626,0.1586900842272757,0.08290291308135471
522,2,0.10129687758663905,0.09362069387491402,0.6742110207184571,0.08276581842565722,0.04810558939433307
562,3,0.17368106415140389,0.13612399152358667,0.3913621666726117,0.12080370395837779,0.17802907369402007
577,3,0.23632437851354057,0.24330329109207072,0.20548395228913915,0.22287821286698728,0.09201016523826255
579,3,0.12519818818986883,0.11759468279718753,0.5682015369585173,0.1276472248404494,0.06135836721397715
693,3,0.19700165249269208,0.15847309907609886,0.3918192589515297,0.13393018050111954,0.11877580897855958
741,4,0.2227363620263764,0.19722269249060687,0.2563921262956543,0.17209694776188694,0.15155187142547563
794,4,0.1813401952754777,0.16168193284426885,0.39620345283054886,0.16533537185346212,0.0954390471962427
812,4,0.18579841214040665,0.1753239068589199,0.38688744377366596,0.1444249716761634,0.10756526555084425
853,4,0.2614840468073082,0.2356506073449585,0.15513965623315054,0.16645508506835666,0.18127060454622615
902,4,0.21107058626937597,0.16861644384017024,0.287528070546057,0.14662368043105287,0.18616121891334397
